survey_year,country,industry,company_size,num_employees,annual_revenue_usd_millions,ai_adoption_rate,ai_maturity_score,years_using_ai,ai_budget_percentage,productivity_change_percent,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,employee_satisfaction_score,customer_satisfaction
2023,Germany,Technology,Enterprise,10151,8709.59,31.07,0.405,7,11.6,13.07,14.26,7.13,123,454,232,7.77,5.26,4.2,6.34
2023,Germany,Technology,Enterprise,10151,8709.59,63.18,0.55,7,14.96,12.94,27.87,7.45,401,734,905,11.05,4.98,5.67,5.6
2024,Germany,Technology,Enterprise,10151,8709.59,43.22,0.587,6,16.03,15.65,33.5,8.19,893,593,1013,7.8,8.76,4.83,5.97
2024,Germany,Technology,Enterprise,10151,8709.59,43.44,0.522,3,16.05,12.29,18.81,3.16,318,502,1088,-1.46,2.03,5.79,4.64
2024,Germany,Technology,Enterprise,10151,8709.59,46.71,0.51,2,15.7,19.72,19.0,7.6,369,536,562,10.07,2.34,6.61,6.1
2025,Germany,Technology,Enterprise,10151,8709.59,38.64,0.427,5,11.98,16.56,24.23,7.83,540,504,524,2.96,7.91,6.96,6.66
2025,Germany,Technology,Enterprise,10151,8709.59,54.66,0.578,8,16.76,16.94,21.09,2.34,553,541,788,5.99,6.21,6.71,5.08
2025,Germany,Technology,Enterprise,10151,8709.59,53.57,0.531,9,11.05,15.46,32.54,12.52,809,623,941,7.74,7.4,6.27,5.14
2025,Germany,Technology,Enterprise,10151,8709.59,55.21,0.48,3,17.96,14.74,37.31,11.75,798,418,392,12.1,11.09,6.61,6.13
2026,Germany,Technology,Enterprise,10151,8709.59,47.61,0.403,8,12.76,14.01,27.4,8.39,457,494,819,0.09,1.65,6.62,6.0
2026,Germany,Technology,Enterprise,10151,8709.59,48.58,0.522,9,10.35,15.34,34.48,8.49,584,585,1391,3.08,1.89,5.4,6.15
2026,Germany,Technology,Enterprise,10151,8709.59,48.65,0.523,8,15.44,13.86,16.54,3.54,197,743,1491,-0.78,5.65,5.34,6.63
2026,Germany,Technology,Enterprise,10151,8709.59,60.93,0.571,10,17.05,17.1,37.09,12.47,774,812,891,6.69,10.32,5.87,6.62
2023,Malaysia,Manufacturing,Enterprise,5642,7801.26,15.31,0.162,4,5.5,0.0,9.63,2.02,143,140,248,0.12,2.9,4.84,3.99
2023,Malaysia,Manufacturing,Enterprise,5642,7801.26,38.49,0.403,4,12.16,18.51,17.26,4.24,233,204,606,20.56,0.0,5.48,5.35
2023,Malaysia,Manufacturing,Enterprise,5642,7801.26,48.77,0.42,4,9.28,8.4,14.48,4.24,174,323,455,8.91,9.25,6.0,6.51
2023,Malaysia,Manufacturing,Enterprise,5642,7801.26,47.03,0.455,3,13.34,12.29,27.65,5.6,360,402,531,13.18,8.85,5.83,5.06
2024,Malaysia,Manufacturing,Enterprise,5642,7801.26,27.93,0.238,2,5.95,5.85,18.71,7.56,367,137,0,7.08,6.34,6.59,4.92
2024,Malaysia,Manufacturing,Enterprise,5642,7801.26,56.59,0.504,6,10.96,15.84,24.7,7.0,290,412,472,12.95,0.0,6.3,5.03
2024,Malaysia,Manufacturing,Enterprise,5642,7801.26,50.35,0.462,5,11.17,13.84,32.08,7.71,340,412,622,8.59,8.78,6.61,6.25
2024,Malaysia,Manufacturing,Enterprise,5642,7801.26,32.16,0.292,4,9.22,9.06,17.26,7.61,266,264,230,-0.06,0.77,5.82,3.08
2025,Malaysia,Manufacturing,Enterprise,5642,7801.26,28.85,0.311,6,7.56,5.61,13.89,4.61,120,189,463,1.95,2.68,5.58,5.56
2025,Malaysia,Manufacturing,Enterprise,5642,7801.26,29.12,0.301,9,7.8,7.78,14.88,4.76,228,162,290,2.42,0.0,5.43,5.84
2025,Malaysia,Manufacturing,Enterprise,5642,7801.26,44.04,0.532,6,13.13,11.6,27.85,9.18,267,217,357,9.96,10.38,6.79,5.49
2026,Malaysia,Manufacturing,Enterprise,5642,7801.26,54.28,0.472,6,9.62,10.0,34.5,8.56,276,426,462,14.9,6.89,6.57,6.21
2026,Malaysia,Manufacturing,Enterprise,5642,7801.26,58.87,0.614,9,20.93,21.44,42.48,12.89,454,398,577,8.24,5.13,7.36,5.1
2026,Malaysia,Manufacturing,Enterprise,5642,7801.26,58.08,0.437,10,11.9,8.97,26.26,9.95,299,412,599,1.24,7.73,6.89,4.44
2026,Malaysia,Manufacturing,Enterprise,5642,7801.26,60.93,0.544,7,16.21,7.31,40.13,11.72,519,408,683,14.38,12.23,6.61,4.25
2023,Sweden,Logistics,Startup,55,45.83,35.86,0.403,7,8.41,13.78,12.14,4.62,2,2,5,-0.5,0.0,6.09,6.71
2023,Sweden,Logistics,Startup,55,45.83,41.94,0.357,4,10.44,8.29,23.67,12.09,3,2,3,9.75,4.87,3.86,5.4
2023,Sweden,Logistics,Startup,55,45.83,40.34,0.309,3,9.52,18.76,33.29,11.31,4,3,5,2.82,9.63,6.78,7.54
2023,Sweden,Logistics,Startup,55,45.83,44.46,0.478,2,11.79,8.31,29.78,10.39,4,3,3,11.57,2.73,5.87,5.04
2024,Sweden,Logistics,Startup,55,45.83,30.75,0.274,2,10.77,2.91,26.63,10.25,3,2,2,-2.08,10.03,5.98,2.92
2024,Sweden,Logistics,Startup,55,45.83,33.76,0.325,4,7.8,6.64,22.38,6.15,3,2,3,11.65,10.85,4.98,5.61
2024,Sweden,Logistics,Startup,55,45.83,57.38,0.462,7,6.53,13.86,32.61,11.04,3,3,4,10.13,13.72,5.39,6.44
2024,Sweden,Logistics,Startup,55,45.83,42.69,0.388,3,12.55,12.62,15.84,3.33,1,3,2,6.17,3.41,5.03,6.11
2025,Sweden,Logistics,Startup,55,45.83,15.02,0.096,8,1.64,0.0,18.96,4.5,2,1,4,3.91,0.0,5.37,3.5
2025,Sweden,Logistics,Startup,55,45.83,31.99,0.311,4,5.87,11.09,16.53,4.72,2,2,3,1.51,2.45,6.74,4.92
2025,Sweden,Logistics,Startup,55,45.83,33.49,0.272,4,6.71,4.42,16.94,7.88,2,2,3,3.04,6.12,5.72,5.11
2025,Sweden,Logistics,Startup,55,45.83,28.22,0.208,5,6.68,8.07,16.87,2.24,2,2,4,4.96,0.54,4.93,5.67
2026,Sweden,Logistics,Startup,55,45.83,29.67,0.152,5,5.26,4.59,24.07,6.53,3,2,0,-5.0,0.0,6.19,5.05
2026,Sweden,Logistics,Startup,55,45.83,47.52,0.398,8,9.68,12.02,32.12,9.34,4,2,4,5.22,5.46,7.49,6.6
2026,Sweden,Logistics,Startup,55,45.83,57.3,0.497,9,12.64,10.57,34.4,9.49,5,4,4,7.42,10.81,6.68,5.93
2023,Spain,Education,Startup,55,48.37,30.95,0.238,1,7.68,6.36,7.28,4.36,1,1,3,11.64,2.09,5.43,5.56
2023,Spain,Education,Startup,55,48.37,34.48,0.335,1,9.72,5.66,16.14,8.88,2,2,3,-2.02,3.39,5.06,4.3
2023,Spain,Education,Startup,55,48.37,45.28,0.388,1,12.29,10.75,16.06,6.45,1,3,2,-1.77,7.03,5.84,6.84
2023,Spain,Education,Startup,55,48.37,30.66,0.244,1,8.05,3.2,17.9,5.36,2,2,2,9.68,7.59,4.66,3.82
2024,Spain,Education,Startup,55,48.37,28.79,0.208,2,6.34,16.02,22.64,6.16,2,2,1,6.19,3.5,6.86,5.08
2024,Spain,Education,Startup,55,48.37,32.23,0.243,2,8.31,0.9,23.33,8.77,3,2,3,3.82,0.0,4.26,5.12
2024,Spain,Education,Startup,55,48.37,42.32,0.374,1,11.55,10.84,18.39,7.12,2,3,4,1.91,5.51,6.02,6.3
2024,Spain,Education,Startup,55,48.37,33.47,0.363,2,11.32,0.0,3.65,0.0,0,3,3,-3.44,0.0,6.75,4.41
2025,Spain,Education,Startup,55,48.37,23.69,0.266,1,5.52,6.97,5.38,1.38,0,2,2,-0.41,0.0,5.38,3.85
2025,Spain,Education,Startup,55,48.37,25.27,0.204,3,4.63,7.22,3.4,2.24,0,2,4,-0.74,2.11,6.12,7.24
2025,Spain,Education,Startup,55,48.37,31.45,0.138,3,3.55,0.0,16.68,4.15,2,2,2,0.41,7.39,6.1,3.93
2025,Spain,Education,Startup,55,48.37,45.88,0.391,3,10.19,8.83,24.15,6.17,3,3,4,4.36,6.82,6.26,6.69
2026,Spain,Education,Startup,55,48.37,29.27,0.303,1,5.08,2.42,10.7,3.65,1,2,3,-0.31,0.0,4.24,4.55
2026,Spain,Education,Startup,55,48.37,24.7,0.178,4,6.86,12.01,20.32,7.05,2,1,3,-5.0,0.0,3.45,4.46
2026,Spain,Education,Startup,55,48.37,21.91,0.281,2,7.11,5.98,3.46,0.0,0,2,2,-3.84,0.43,4.94,4.87
2026,Spain,Education,Startup,55,48.37,42.25,0.395,4,12.1,7.21,22.66,6.14,2,4,5,8.73,9.37,6.89,6.15
2023,Egypt,Agriculture,Enterprise,3975,8585.8,40.42,0.494,7,17.41,7.86,20.55,7.21,208,221,534,5.65,5.05,5.53,4.44
2023,Egypt,Agriculture,Enterprise,3975,8585.8,28.26,0.295,5,8.44,0.0,5.09,2.44,91,90,161,1.73,4.69,6.08,5.43
2023,Egypt,Agriculture,Enterprise,3975,8585.8,38.65,0.482,5,14.62,11.82,11.57,8.19,141,253,232,3.17,1.97,4.94,6.28
2023,Egypt,Agriculture,Enterprise,3975,8585.8,33.76,0.472,7,10.56,10.43,25.1,6.81,207,170,380,1.28,5.71,6.3,5.78
2024,Egypt,Agriculture,Enterprise,3975,8585.8,59.4,0.582,4,12.76,13.26,38.16,9.89,385,276,374,13.97,10.21,6.13,4.95
2024,Egypt,Agriculture,Enterprise,3975,8585.8,27.21,0.277,5,5.5,11.02,16.3,3.06,175,117,114,9.2,3.05,5.37,5.24
2024,Egypt,Agriculture,Enterprise,3975,8585.8,35.42,0.449,8,9.34,6.53,7.07,5.18,65,142,121,3.41,8.0,5.83,5.86
2025,Egypt,Agriculture,Enterprise,3975,8585.8,46.05,0.531,7,13.15,11.75,14.78,6.15,115,261,560,0.06,3.92,5.52,6.02
2025,Egypt,Agriculture,Enterprise,3975,8585.8,64.66,0.468,4,14.68,14.01,33.02,10.42,279,299,294,12.25,0.0,5.44,6.13
2025,Egypt,Agriculture,Enterprise,3975,8585.8,43.44,0.488,6,10.77,4.05,13.29,4.36,132,232,402,-2.18,7.23,6.43,5.67
2026,Egypt,Agriculture,Enterprise,3975,8585.8,34.73,0.358,9,14.43,8.74,16.4,3.16,150,135,137,3.32,6.9,5.0,5.29
2026,Egypt,Agriculture,Enterprise,3975,8585.8,38.71,0.433,9,8.16,10.63,15.98,4.2,117,259,505,2.31,2.85,6.84,5.72
2026,Egypt,Agriculture,Enterprise,3975,8585.8,28.9,0.375,9,15.11,2.23,15.84,5.17,181,83,226,1.93,5.06,5.89,5.93
2023,Italy,Finance,Startup,27,28.28,31.31,0.218,2,3.67,0.0,11.04,3.99,1,1,0,-0.33,2.8,4.5,3.05
2023,Italy,Finance,Startup,27,28.28,30.32,0.24,2,6.52,6.42,20.01,9.84,1,1,2,3.0,4.55,6.38,5.43
2023,Italy,Finance,Startup,27,28.28,12.97,0.21,1,3.47,1.81,4.6,7.3,0,0,1,-4.73,3.98,5.73,5.25
2023,Italy,Finance,Startup,27,28.28,19.58,0.116,2,7.48,0.97,16.45,8.02,1,0,0,6.34,0.61,3.91,4.22
2024,Italy,Finance,Startup,27,28.28,25.93,0.231,4,5.5,3.1,21.1,5.13,2,1,2,3.68,9.87,5.98,4.92
2024,Italy,Finance,Startup,27,28.28,18.21,0.112,3,3.62,9.66,21.1,3.92,1,0,1,8.01,5.62,3.98,4.49
2024,Italy,Finance,Startup,27,28.28,21.75,0.215,1,10.09,2.04,8.23,2.73,0,1,1,0.38,6.73,3.89,5.36
2025,Italy,Finance,Startup,27,28.28,18.08,0.28,4,7.13,0.0,6.84,2.77,0,1,1,-2.09,3.15,4.35,4.01
2025,Italy,Finance,Startup,27,28.28,10.74,0.197,1,3.02,3.58,5.09,3.07,1,1,2,-5.0,6.7,4.41,5.14
2025,Italy,Finance,Startup,27,28.28,36.91,0.356,1,8.46,14.86,19.0,5.94,1,1,2,4.7,3.31,5.4,5.08
2026,Italy,Finance,Startup,27,28.28,30.77,0.312,3,8.5,3.46,10.49,0.98,0,1,2,3.42,5.38,4.44,4.35
2026,Italy,Finance,Startup,27,28.28,31.97,0.349,5,8.45,8.46,15.3,4.64,1,1,2,12.71,7.57,5.48,5.81
2026,Italy,Finance,Startup,27,28.28,42.98,0.414,2,11.05,7.85,12.53,6.87,1,1,2,-5.0,0.85,5.58,4.77
2026,Italy,Finance,Startup,27,28.28,27.79,0.285,5,10.07,0.0,10.87,6.15,1,1,2,10.23,2.81,5.56,4.13
2023,Netherlands,Retail,Enterprise,17538,3305.26,48.25,0.485,2,11.45,9.4,23.59,7.72,774,952,2268,6.11,0.28,5.08,5.63
2023,Netherlands,Retail,Enterprise,17538,3305.26,50.22,0.619,4,17.18,19.02,26.17,11.7,1145,1063,1799,12.76,9.06,6.55,6.56
2023,Netherlands,Retail,Enterprise,17538,3305.26,56.06,0.563,6,15.23,23.31,20.43,4.46,716,910,1475,12.32,8.18,6.39,5.63
2023,Netherlands,Retail,Enterprise,17538,3305.26,60.53,0.571,5,14.88,19.2,36.74,10.49,1370,973,2321,6.54,11.04,5.44,8.12
2024,Netherlands,Retail,Enterprise,17538,3305.26,45.78,0.425,2,12.47,13.53,16.03,6.04,619,885,1733,15.38,0.79,5.93,6.28
2024,Netherlands,Retail,Enterprise,17538,3305.26,46.64,0.403,4,11.67,17.24,30.7,12.69,1073,949,2045,2.38,6.39,6.6,7.85
2024,Netherlands,Retail,Enterprise,17538,3305.26,56.19,0.561,5,14.91,13.64,34.67,10.43,1538,1379,1690,6.13,4.52,5.62,6.74
2024,Netherlands,Retail,Enterprise,17538,3305.26,45.6,0.372,7,11.23,9.91,32.27,9.69,1063,1074,1394,2.94,9.63,5.82,5.45
2025,Netherlands,Retail,Enterprise,17538,3305.26,47.62,0.483,5,13.83,19.56,27.08,10.16,1041,1150,1264,6.99,11.38,6.25,6.35
2025,Netherlands,Retail,Enterprise,17538,3305.26,56.83,0.516,8,14.01,17.86,36.37,12.32,1426,1014,963,5.68,13.28,5.39,6.37
2025,Netherlands,Retail,Enterprise,17538,3305.26,68.11,0.521,8,12.55,20.04,35.91,14.17,1259,1636,1902,7.53,6.93,7.15,6.27
2025,Netherlands,Retail,Enterprise,17538,3305.26,65.97,0.596,3,16.57,18.43,33.97,10.39,1238,1168,1780,10.68,6.77,6.97,3.61
2026,Netherlands,Retail,Enterprise,17538,3305.26,67.67,0.654,10,17.47,23.76,37.74,13.75,1267,1161,1842,9.19,10.59,7.24,7.07
2026,Netherlands,Retail,Enterprise,17538,3305.26,58.24,0.568,5,15.37,16.56,31.87,8.8,1254,1190,2251,10.09,10.28,6.35,5.85
2026,Netherlands,Retail,Enterprise,17538,3305.26,52.63,0.557,4,13.39,11.22,27.02,12.08,1205,1200,1567,12.11,5.2,5.43,4.85
2026,Netherlands,Retail,Enterprise,17538,3305.26,33.74,0.396,10,7.0,10.97,6.86,4.62,53,570,1378,5.91,0.0,5.72,5.78
2023,Italy,Healthcare,Startup,26,42.58,30.16,0.179,5,4.47,6.01,5.84,0.0,1,1,2,6.57,2.99,5.17,4.67
2023,Italy,Healthcare,Startup,26,42.58,20.61,0.332,3,5.33,8.28,16.75,3.52,1,1,2,-4.73,4.41,5.71,5.28
2023,Italy,Healthcare,Startup,26,42.58,20.44,0.183,3,4.21,1.47,0.0,3.83,0,0,0,3.2,3.09,5.62,5.04
2024,Italy,Healthcare,Startup,26,42.58,29.04,0.32,7,7.46,0.0,16.45,2.52,2,1,2,1.87,11.42,4.55,5.15
2024,Italy,Healthcare,Startup,26,42.58,8.85,0.169,0,7.27,2.37,9.26,4.55,0,0,1,-3.19,1.28,5.57,6.09
2024,Italy,Healthcare,Startup,26,42.58,12.56,0.105,4,2.44,4.76,7.12,0.7,0,0,1,-3.47,0.2,5.98,3.88
2024,Italy,Healthcare,Startup,26,42.58,24.8,0.236,4,8.51,3.94,15.27,5.59,1,1,2,8.76,6.18,5.68,3.93
2025,Italy,Healthcare,Startup,26,42.58,27.44,0.184,6,7.0,6.52,20.13,6.99,1,1,1,7.81,9.11,5.98,4.75
2025,Italy,Healthcare,Startup,26,42.58,18.05,0.154,4,6.14,1.59,11.01,5.25,1,0,1,2.27,5.92,5.51,5.76
2025,Italy,Healthcare,Startup,26,42.58,17.98,0.212,3,7.61,3.49,7.92,4.73,0,0,2,-0.83,5.04,4.77,4.9
2025,Italy,Healthcare,Startup,26,42.58,26.54,0.229,7,6.52,2.83,5.18,1.77,0,1,1,2.87,4.93,5.55,3.33
2026,Italy,Healthcare,Startup,26,42.58,19.57,0.117,6,4.24,2.6,8.2,3.09,0,1,0,2.88,0.75,4.25,5.3
2026,Italy,Healthcare,Startup,26,42.58,36.72,0.307,3,10.24,10.24,18.63,3.93,1,1,1,2.03,2.4,5.44,5.39
2026,Italy,Healthcare,Startup,26,42.58,21.41,0.132,7,3.93,2.53,4.0,5.11,0,1,1,-5.0,0.0,4.17,5.75
2026,Italy,Healthcare,Startup,26,42.58,25.99,0.25,8,6.41,4.14,3.84,2.64,0,1,2,2.18,3.17,4.3,6.03
2023,Germany,Education,SME,576,183.43,30.17,0.405,4,10.82,8.27,4.43,5.55,7,26,34,3.27,0.54,5.23,4.83
2023,Germany,Education,SME,576,183.43,36.47,0.301,2,10.19,5.51,19.3,4.5,22,26,27,7.27,5.11,5.02,5.2
2023,Germany,Education,SME,576,183.43,39.36,0.394,4,11.95,9.79,26.25,8.49,34,30,40,7.47,8.92,5.91,6.26
2024,Germany,Education,SME,576,183.43,52.74,0.462,2,10.29,9.97,23.88,7.54,33,43,65,2.73,6.34,7.23,8.15
2024,Germany,Education,SME,576,183.43,42.43,0.357,3,9.52,15.91,18.66,4.81,18,30,36,7.5,5.41,4.88,4.87
2024,Germany,Education,SME,576,183.43,34.88,0.33,2,5.85,1.87,8.29,5.83,9,23,43,0.98,1.57,4.41,5.58
2025,Germany,Education,SME,576,183.43,34.81,0.347,9,7.44,6.77,13.47,5.78,28,25,38,-1.24,8.95,5.03,6.21
2025,Germany,Education,SME,576,183.43,46.04,0.401,4,11.03,15.1,21.23,5.36,30,28,49,10.41,5.76,7.33,5.97
2025,Germany,Education,SME,576,183.43,54.03,0.471,3,11.68,16.82,31.8,11.78,41,33,40,11.98,7.22,4.82,7.52
2025,Germany,Education,SME,576,183.43,63.27,0.662,4,15.49,13.84,24.47,9.9,33,45,50,2.72,7.92,6.62,5.93
2026,Germany,Education,SME,576,183.43,53.14,0.463,7,13.42,3.93,23.73,7.32,28,39,55,1.76,11.6,6.2,3.34
2026,Germany,Education,SME,576,183.43,31.3,0.352,10,11.81,9.64,16.01,2.51,22,29,46,6.45,8.75,5.54,4.4
2026,Germany,Education,SME,576,183.43,48.99,0.43,3,11.04,8.36,28.0,8.03,34,37,48,-1.23,8.84,5.66,5.53
2026,Germany,Education,SME,576,183.43,59.1,0.587,9,15.54,18.05,31.44,6.85,35,41,78,6.37,11.33,5.96,7.72
2023,Colombia,Manufacturing,Startup,59,43.49,30.94,0.114,4,5.44,1.24,19.39,5.75,2,2,2,-0.36,8.78,4.33,5.14
2023,Colombia,Manufacturing,Startup,59,43.49,1.99,0.007,0,0.49,0.0,13.31,1.17,1,1,0,2.42,0.0,4.06,4.73
2023,Colombia,Manufacturing,Startup,59,43.49,0.86,0.228,0,0.0,2.26,8.4,5.93,1,0,4,-5.0,1.07,4.32,5.94
2023,Colombia,Manufacturing,Startup,59,43.49,32.11,0.316,7,11.13,7.28,11.72,2.94,1,2,5,-3.78,0.0,5.81,4.67
2024,Colombia,Manufacturing,Startup,59,43.49,13.82,0.133,8,1.9,1.8,6.72,3.45,1,1,5,-4.76,1.67,4.33,4.05
2024,Colombia,Manufacturing,Startup,59,43.49,4.37,0.076,0,3.11,0.1,7.18,2.96,1,1,0,-0.05,0.0,4.14,3.37
2024,Colombia,Manufacturing,Startup,59,43.49,2.25,0.061,0,2.38,0.0,6.93,4.83,0,1,3,-1.12,3.51,4.7,4.09
2024,Colombia,Manufacturing,Startup,59,43.49,14.18,0.149,3,1.78,5.73,7.04,1.7,0,1,4,3.05,5.29,5.32,4.99
2025,Colombia,Manufacturing,Startup,59,43.49,14.88,0.163,8,3.6,2.61,20.41,6.31,2,1,0,1.57,7.0,5.4,5.6
2025,Colombia,Manufacturing,Startup,59,43.49,18.14,0.1,4,3.47,3.42,13.98,3.98,2,1,3,-5.0,9.04,4.03,4.41
2025,Colombia,Manufacturing,Startup,59,43.49,24.97,0.114,6,1.27,4.19,19.61,8.62,3,1,3,0.69,7.42,4.35,6.51
2026,Colombia,Manufacturing,Startup,59,43.49,27.37,0.285,8,6.11,9.89,17.15,7.36,1,2,3,8.12,2.46,6.02,5.58
2026,Colombia,Manufacturing,Startup,59,43.49,10.5,0.14,4,1.89,0.0,4.74,0.65,1,1,4,1.61,1.82,5.54,4.96
2026,Colombia,Manufacturing,Startup,59,43.49,19.69,0.107,3,2.11,5.8,17.58,4.67,2,1,1,3.91,2.0,4.05,5.61
2023,Italy,Finance,SME,875,365.89,37.18,0.289,7,11.49,6.4,28.24,10.66,58,43,50,-3.08,15.3,4.87,5.48
2023,Italy,Finance,SME,875,365.89,50.41,0.402,2,10.46,6.86,20.47,5.18,24,55,110,8.67,8.08,5.17,4.06
2024,Italy,Finance,SME,875,365.89,36.37,0.296,7,10.92,14.18,16.04,4.6,33,32,34,7.32,5.31,5.84,6.84
2024,Italy,Finance,SME,875,365.89,42.44,0.282,3,10.24,2.24,12.32,3.44,22,42,44,2.84,0.0,5.09,4.06
2024,Italy,Finance,SME,875,365.89,36.49,0.337,8,9.51,8.08,10.26,7.08,14,39,83,-0.68,5.16,5.29,5.69
2024,Italy,Finance,SME,875,365.89,34.87,0.37,8,8.58,0.03,14.5,3.44,16,37,63,-2.19,5.32,4.96,4.96
2025,Italy,Finance,SME,875,365.89,57.87,0.356,5,11.01,17.23,45.71,13.76,84,58,32,21.27,8.46,5.18,5.51
2025,Italy,Finance,SME,875,365.89,45.74,0.368,6,14.34,14.53,25.94,6.99,66,41,54,0.37,7.64,5.84,4.9
2025,Italy,Finance,SME,875,365.89,52.14,0.412,3,9.69,11.6,26.8,4.59,50,63,96,0.47,4.76,5.65,4.53
2025,Italy,Finance,SME,875,365.89,60.34,0.621,5,13.46,15.64,25.49,7.12,47,61,86,1.73,8.11,6.49,6.91
2026,Italy,Finance,SME,875,365.89,54.41,0.526,8,9.53,13.22,21.33,6.96,45,70,105,14.59,0.92,4.93,5.61
2026,Italy,Finance,SME,875,365.89,49.08,0.456,4,7.32,12.79,32.07,9.34,60,38,132,-5.0,10.16,6.73,5.98
2026,Italy,Finance,SME,875,365.89,36.29,0.398,3,7.23,8.49,9.48,3.84,32,36,100,3.72,9.24,5.03,6.48
2026,Italy,Finance,SME,875,365.89,40.31,0.433,4,12.1,16.41,23.57,8.0,38,52,62,1.87,8.8,6.05,7.08
2023,Thailand,Consulting,SME,753,450.5,29.88,0.168,3,2.84,1.01,20.93,1.53,44,27,17,-4.61,6.74,4.6,4.26
2023,Thailand,Consulting,SME,753,450.5,33.11,0.374,2,9.05,7.76,16.68,3.53,33,24,49,8.98,2.24,4.3,5.98
2023,Thailand,Consulting,SME,753,450.5,18.05,0.249,7,3.11,5.07,15.49,1.44,19,20,53,-0.49,9.67,6.12,5.39
2024,Thailand,Consulting,SME,753,450.5,51.73,0.393,6,14.21,11.64,27.93,9.69,57,44,23,14.99,13.94,5.57,3.71
2024,Thailand,Consulting,SME,753,450.5,33.93,0.317,8,7.14,7.16,14.32,7.21,43,29,91,5.73,6.33,7.05,4.45
2024,Thailand,Consulting,SME,753,450.5,21.74,0.198,3,6.27,3.34,19.16,3.67,32,24,0,0.65,6.32,4.77,4.86
2025,Thailand,Consulting,SME,753,450.5,18.2,0.298,8,5.95,8.14,7.02,2.06,0,8,17,-5.0,1.92,5.41,5.61
2025,Thailand,Consulting,SME,753,450.5,21.02,0.12,7,2.37,3.72,14.3,1.14,12,15,24,-2.77,5.82,6.08,4.98
2025,Thailand,Consulting,SME,753,450.5,33.61,0.173,5,9.05,7.29,24.63,9.39,46,28,6,7.17,7.78,5.07,4.86
2025,Thailand,Consulting,SME,753,450.5,35.04,0.444,3,13.66,16.94,18.09,5.03,21,36,17,8.75,8.67,6.32,6.44
2026,Thailand,Consulting,SME,753,450.5,51.19,0.467,10,14.45,13.72,32.27,9.53,53,42,62,11.65,10.01,5.5,5.41
2026,Thailand,Consulting,SME,753,450.5,35.7,0.462,10,14.35,13.62,19.27,4.2,31,44,80,4.75,4.4,5.84,6.18
2026,Thailand,Consulting,SME,753,450.5,21.92,0.289,7,11.67,10.52,15.19,8.45,26,22,60,4.82,7.62,5.96,5.89
2026,Thailand,Consulting,SME,753,450.5,51.19,0.396,5,8.18,8.42,19.46,7.19,40,39,62,10.48,0.48,7.06,5.18
2023,South Africa,Finance,Startup,41,29.34,34.51,0.289,4,9.1,12.8,6.21,3.85,0,1,3,0.44,4.97,6.76,6.8
2023,South Africa,Finance,Startup,41,29.34,25.76,0.172,7,10.32,6.57,8.81,3.41,1,2,1,4.19,2.44,5.28,5.41
2023,South Africa,Finance,Startup,41,29.34,21.12,0.176,5,6.97,0.0,9.28,2.63,1,1,0,-5.0,0.16,4.82,5.51
2023,South Africa,Finance,Startup,41,29.34,26.67,0.187,4,10.62,5.97,10.95,2.84,1,1,2,-5.0,0.0,6.5,6.06
2024,South Africa,Finance,Startup,41,29.34,13.62,0.073,4,5.49,0.78,17.63,7.97,2,0,0,-1.87,0.0,4.71,4.6
2024,South Africa,Finance,Startup,41,29.34,36.39,0.287,5,7.61,7.76,20.14,6.58,2,2,3,6.62,2.98,5.7,5.02
2024,South Africa,Finance,Startup,41,29.34,22.93,0.219,4,5.76,0.0,11.26,3.5,1,1,2,-5.0,6.93,6.12,5.25
2025,South Africa,Finance,Startup,41,29.34,35.0,0.275,3,9.52,2.16,19.35,4.79,2,2,4,10.46,2.16,6.22,5.19
2025,South Africa,Finance,Startup,41,29.34,32.99,0.28,8,7.93,2.52,9.75,5.9,1,2,1,5.02,4.04,4.73,4.8
2025,South Africa,Finance,Startup,41,29.34,27.82,0.191,6,7.89,4.72,10.18,5.61,0,2,0,2.48,3.66,6.46,5.58
2025,South Africa,Finance,Startup,41,29.34,44.14,0.3,9,7.78,5.47,22.41,7.56,2,2,2,9.79,0.0,5.31,5.4
2026,South Africa,Finance,Startup,41,29.34,31.88,0.367,6,11.3,6.1,24.99,9.12,3,2,2,0.97,8.15,5.6,4.69
2026,South Africa,Finance,Startup,41,29.34,38.86,0.364,7,8.19,12.74,29.94,7.42,2,2,4,6.72,4.34,6.75,4.67
2026,South Africa,Finance,Startup,41,29.34,14.77,0.187,9,1.19,0.0,11.37,1.76,1,1,3,-1.76,0.0,5.67,5.28
2026,South Africa,Finance,Startup,41,29.34,39.24,0.42,4,6.78,10.52,18.21,6.05,2,2,4,5.47,4.68,6.28,5.38
2023,Canada,Agriculture,Startup,60,23.81,30.1,0.377,3,12.37,13.26,13.79,4.41,2,3,4,5.11,0.0,5.46,7.06
2023,Canada,Agriculture,Startup,60,23.81,16.41,0.31,4,8.83,8.2,6.04,0.29,1,1,5,5.81,3.3,5.11,6.4
2023,Canada,Agriculture,Startup,60,23.81,13.23,0.11,4,3.02,3.69,11.71,0.0,1,1,1,3.11,6.49,5.15,4.19
2023,Canada,Agriculture,Startup,60,23.81,23.17,0.25,3,7.55,1.78,14.26,3.31,1,1,3,-5.0,8.98,5.59,3.66
